semester,collegeCode,collegeName,departmentCode,departmentName,departmentLevel,subNum,subNam,teaNam,subPoint,subTime,subClassroom,subKind,subGde,langTpe,note,teaSchmUrl,subRemainUrl,rawJson,fetchedAtUtc
1151,01,整開／通識課程／校級選修,105,管理學,整開,000348001,管理學,羅明琇,3.0,二234,研究250206,必修,企管系,中文,＠備註:企管系專班，限本系生及雙修生（系統無法選課，雙修生請第一堂課出席採人工加簽）,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=00&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738567169386E787942497078673D3D,"{""core"":""否"",""emiType"":""否"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:無"",""isTrace"":""1"",""langTpe"":""中文"",""lmtKind"":"""",""note"":""＠備註:企管系專班，限本系生及雙修生（系統無法選課，雙修生請第一堂課出席採人工加簽）"",""pay"":""免費"",""s"":""1"",""smtQty"":""單學期科目"",""subClassroom"":""研究250206"",""subGde"":""企管系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=250206"",""subNam"":""管理學"",""subNum"":""000348001"",""subOdr"":""209"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738567169386E787942497078673D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000348&gop=00&s=1&willtpe=1.htm"",""subTime"":""二234"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000348&gop=00&s=1.htm"",""teaNam"":""羅明琇"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=00&s=1.html"",""tranTpe"":""必修灌檔"",""y"":""115""}",2026-08-27T10:11:28+00:00
1151,01,整開／通識課程／校級選修,105,管理學,整開,000348011,管理學,李嘉綺,3.0,一D56,研究250201,必修,企管系,中文,＠備註:企管系專班，限本系生及雙修生（系統無法選課，雙修生請第一堂課出席採人工加簽）,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=01&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B343743706142473856677466625A5747757366773D3D,"{""core"":""否"",""emiType"":""否"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:時間異動於2026/07/15;教室異動於2026/07/15;"",""isTrace"":""1"",""langTpe"":""中文"",""lmtKind"":"""",""note"":""＠備註:企管系專班，限本系生及雙修生（系統無法選課，雙修生請第一堂課出席採人工加簽）"",""pay"":""免費"",""s"":""1"",""smtQty"":""單學期科目"",""subClassroom"":""研究250201"",""subGde"":""企管系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=250201"",""subNam"":""管理學"",""subNum"":""000348011"",""subOdr"":""113"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B343743706142473856677466625A5747757366773D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000348&gop=01&s=1&willtpe=1.htm"",""subTime"":""一D56"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000348&gop=01&s=1.htm"",""teaNam"":""李嘉綺"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=01&s=1.html"",""tranTpe"":""必修灌檔"",""y"":""115""}",2026-08-27T10:11:28+00:00
1151,01,整開／通識課程／校級選修,105,管理學,整開,000348021,管理學,何乾瑋,3.0,二234,商館260313,必修,企管系,中文,＠備註:國貿一乙優先。第一堂課請務必出席。企管系本系生及雙修生不得修習本課。,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=02&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738576C324B3743695A4E467A513D3D,"{""core"":""否"",""emiType"":""否"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:教室異動於2026/08/19;"",""isTrace"":""1"",""langTpe"":""中文"",""lmtKind"":"""",""note"":""＠備註:國貿一乙優先。第一堂課請務必出席。企管系本系生及雙修生不得修習本課。"",""pay"":""免費"",""s"":""1"",""smtQty"":""單學期科目"",""subClassroom"":""商館260313"",""subGde"":""企管系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=260313"",""subNam"":""管理學"",""subNum"":""000348021"",""subOdr"":""209"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738576C324B3743695A4E467A513D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000348&gop=02&s=1&willtpe=1.htm"",""subTime"":""二234"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000348&gop=02&s=1.htm"",""teaNam"":""何乾瑋"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=02&s=1.html"",""tranTpe"":""必修灌檔"",""y"":""115""}",2026-08-27T10:11:28+00:00
1151,01,整開／通識課程／校級選修,105,管理學,整開,000348031,管理學,王斌育,3.0,四D56,資訊140206,必修,企管系,中文,＠備註:國貿一甲優先。第一堂課請務必出席。企管系本系生及雙修生不得修習本課。,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=03&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738565538792B5A4841635978673D3D,"{""core"":""否"",""emiType"":""否"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:無"",""isTrace"":""1"",""langTpe"":""中文"",""lmtKind"":"""",""note"":""＠備註:國貿一甲優先。第一堂課請務必出席。企管系本系生及雙修生不得修習本課。"",""pay"":""免費"",""s"":""1"",""smtQty"":""單學期科目"",""subClassroom"":""資訊140206"",""subGde"":""企管系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=140206"",""subNam"":""管理學"",""subNum"":""000348031"",""subOdr"":""413"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738565538792B5A4841635978673D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000348&gop=03&s=1&willtpe=1.htm"",""subTime"":""四D56"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000348&gop=03&s=1.htm"",""teaNam"":""王斌育"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=03&s=1.html"",""tranTpe"":""必修灌檔"",""y"":""115""}",2026-08-27T10:11:28+00:00
1151,01,整開／通識課程／校級選修,105,管理學,整開,000348041,管理學,賴佳怡,3.0,二234,學思040201,必修,企管系,中文,＠備註:第一堂課請務必出席。企管系本系生及雙修生不得修習本課。,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=04&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738566A714B77643339726551413D3D,"{""core"":""否"",""emiType"":""否"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:教室異動於2026/08/11;"",""isTrace"":""1"",""langTpe"":""中文"",""lmtKind"":"""",""note"":""＠備註:第一堂課請務必出席。企管系本系生及雙修生不得修習本課。"",""pay"":""免費"",""s"":""1"",""smtQty"":""單學期科目"",""subClassroom"":""學思040201"",""subGde"":""企管系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=040201"",""subNam"":""管理學"",""subNum"":""000348041"",""subOdr"":""209"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738566A714B77643339726551413D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000348&gop=04&s=1&willtpe=1.htm"",""subTime"":""二234"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000348&gop=04&s=1.htm"",""teaNam"":""賴佳怡"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=04&s=1.html"",""tranTpe"":""一般"",""y"":""115""}",2026-08-27T10:11:28+00:00
1151,01,整開／通識課程／校級選修,105,管理學,整開,000348051,管理學,吳鈞源,3.0,二234,法學院313信義學堂,必修,企管系,中文,＠備註:第一堂課請務必出席。企管系本系生及雙修生不得修習本課。,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=05&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B343743706142473856384948344E5233316C42773D3D,"{""core"":""否"",""emiType"":""否"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:無"",""isTrace"":""1"",""langTpe"":""中文"",""lmtKind"":"""",""note"":""＠備註:第一堂課請務必出席。企管系本系生及雙修生不得修習本課。"",""pay"":""免費"",""s"":""1"",""smtQty"":""單學期科目"",""subClassroom"":""法學院313信義學堂"",""subGde"":""企管系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=770313"",""subNam"":""管理學"",""subNum"":""000348051"",""subOdr"":""209"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B343743706142473856384948344E5233316C42773D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000348&gop=05&s=1&willtpe=1.htm"",""subTime"":""二234"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000348&gop=05&s=1.htm"",""teaNam"":""吳鈞源"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000348&gop=05&s=1.html"",""tranTpe"":""一般"",""y"":""115""}",2026-08-27T10:11:28+00:00
1151,01,整開／通識課程／校級選修,107,經濟學,整開,000219011,經濟學,莊奕琦,3.0,四234,大勇210206,必修,經濟系,中文,＠備註:無,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000219&gop=01&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738566437792F6E6354783741513D3D,"{""core"":""否"",""emiType"":""否"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:無"",""isTrace"":""1"",""langTpe"":""中文"",""lmtKind"":"""",""note"":""＠備註:無"",""pay"":""免費"",""s"":""1"",""smtQty"":""全學年科目"",""subClassroom"":""大勇210206"",""subGde"":""經濟系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=210206"",""subNam"":""經濟學"",""subNum"":""000219011"",""subOdr"":""409"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738566437792F6E6354783741513D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000219&gop=01&s=1&willtpe=1.htm"",""subTime"":""四234"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000219&gop=01&s=1.htm"",""teaNam"":""莊奕琦"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000219&gop=01&s=1.html"",""tranTpe"":""一般"",""y"":""115""}",2026-08-27T10:11:28+00:00
1151,01,整開／通識課程／校級選修,107,經濟學,整開,000219021,經濟學,翁永和,3.0,四D56,綜合中央大教室 (270751),必修,經濟系,中文,＠備註:外交及資管系學生優先，本課程有實習課。,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000219&gop=02&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738554659537A4E5130655569673D3D,"{""core"":""否"",""emiType"":""否"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:無"",""isTrace"":""1"",""langTpe"":""中文"",""lmtKind"":"""",""note"":""＠備註:外交及資管系學生優先，本課程有實習課。"",""pay"":""免費"",""s"":""1"",""smtQty"":""全學年科目"",""subClassroom"":""綜合中央大教室 (270751)"",""subGde"":""經濟系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=270751"",""subNam"":""經濟學"",""subNum"":""000219021"",""subOdr"":""413"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738554659537A4E5130655569673D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000219&gop=02&s=1&willtpe=1.htm"",""subTime"":""四D56"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000219&gop=02&s=1.htm"",""teaNam"":""翁永和"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000219&gop=02&s=1.html"",""tranTpe"":""必修灌檔"",""y"":""115""}",2026-08-27T10:11:28+00:00
1151,01,整開／通識課程／校級選修,107,經濟學,整開,000219031,經濟學,李文傑,3.0,五234,綜北270103,必修,經濟系,英文,＠備註:本課程為英語授課。本課程下學期由王信實老師授課。,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000219&gop=03&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B34374370614247385559574F6B464C302B6142673D3D,"{""core"":""否"",""emiType"":""是"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:無"",""isTrace"":""1"",""langTpe"":""英文"",""lmtKind"":"""",""note"":""＠備註:本課程為英語授課。本課程下學期由王信實老師授課。"",""pay"":""免費"",""s"":""1"",""smtQty"":""全學年科目"",""subClassroom"":""綜北270103"",""subGde"":""經濟系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=270103"",""subNam"":""經濟學"",""subNum"":""000219031"",""subOdr"":""509"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B34374370614247385559574F6B464C302B6142673D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000219&gop=03&s=1&willtpe=1.htm"",""subTime"":""五234"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000219&gop=03&s=1.htm"",""teaNam"":""李文傑"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000219&gop=03&s=1.html"",""tranTpe"":""一般"",""y"":""115""}",2026-08-27T10:11:28+00:00
1151,01,整開／通識課程／校級選修,107,經濟學,整開,000219041,經濟學,陳心蘋,3.0,五D56,大智190305,必修,經濟系,中文,＠備註:經濟系學生優先，本課程有實習課。,https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000219&gop=04&s=1.html,https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738576250654E544136564375673D3D,"{""core"":""否"",""emiType"":""否"",""far"":""無資料"",""gdeTpe"":""否"",""gdeTpeMsg"":"""",""gdeType"":""學士班"",""info"":""＠異動資訊:無"",""isTrace"":""1"",""langTpe"":""中文"",""lmtKind"":"""",""note"":""＠備註:經濟系學生優先，本課程有實習課。"",""pay"":""免費"",""s"":""1"",""smtQty"":""全學年科目"",""subClassroom"":""大智190305"",""subGde"":""經濟系"",""subKind"":""必修"",""subLocUrl"":""https://sgnweb.nccu.edu.tw/mnccuqa/NCCU_MAP-gh-pages/NCCU_MAP-gh-pages/index.html?roomid=190305"",""subNam"":""經濟學"",""subNum"":""000219041"",""subOdr"":""513"",""subPoint"":""3.0"",""subRemainUrl"":""https://selectcourse.nccu.edu.tw/remain/goGenDetail.aspx?view=314B3437437061424738576250654E544136564375673D3D"",""subSetUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/setC.jsp-yy=115&smt=1&num=000219&gop=04&s=1&willtpe=1.htm"",""subTime"":""五D56"",""subUnitRuleUrl"":""https://newdoc.nccu.edu.tw/generalcourse/emptyforqry.htm"",""teaExpUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/teaExpC.jsp-yy=115&smt=1&num=000219&gop=04&s=1.htm"",""teaNam"":""陳心蘋"",""teaSchmUrl"":""https://newdoc.nccu.edu.tw/teaschm/1151/schmPrv.jsp-yy=115&smt=1&num=000219&gop=04&s=1.html"",""tranTpe"":""必修灌檔"",""y"":""115""}",2026-08-27T10:11:28+00:00
